#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-27.5,22,92.09347
-25.85,20,92.107506
-26.6,22,92.126818
-28.25,21,92.134822
-26.3,20,92.142219
-27.55,21,92.158617
-28.7,23,92.168202
-25.0,20,92.175197
-29.55,23,92.195253
-28.5,22,92.204622
-27.45,22,92.214617
-29.8,21,92.231113
-27.45,22,92.240102
-27.1,20,92.248106
-27.75,21,92.265735
-24.85,20,92.274744
-29.95,23,92.283342
-26.1,20,92.301112
-25.05,20,92.311126
-30.0,23,92.320499
-25.75,20,92.340752
-29.2,20,92.349752
-29.4,20,92.357799
-27.2,20,92.375075
-27.7,21,92.383079
-27.3,20,92.390069
-27.5,22,92.405853
-28.1,20,92.41385
-30.35,22,92.422416
-25.5,20,92.430279
-27.05,21,92.446784
-28.9,21,92.454821
-29.85,22,92.463826
-25.9,20,92.481558
-26.4,21,92.489569
-27.35,21,92.497563
-25.25,20,92.519371
-28.0,21,92.526927
-29.15,20,92.533927
-25.45,20,92.554137
-26.7,21,92.563136
-28.35,20,92.571059
-26.65,21,92.589048
-26.2,21,92.59914
-27.7,22,92.617622
-28.45,21,92.638808
-29.75,23,92.649923
-28.4,21,92.661924
-28.0,21,92.689714
-26.25,21,92.70917
-27.1,21,92.725615
-29.45,21,92.755196
-25.2,21,92.782428
-25.1,20,92.795441
-29.05,21,92.817351
-25.4,21,92.836078
-27.9,22,92.846869
-26.9,21,92.860918
-25.65,20,92.869851
-27.7,20,92.877943
-28.8,24,92.892933
-26.3,21,92.901066
-30.15,24,92.910991
-27.45,20,92.927343
-26.2,21,92.93627
-24.8,20,92.945243
-28.1,22,92.962293
-28.75,22,92.973156
-24.4,20,92.984256
-29.75,21,93.009014
-25.0,20,93.01744
-29.75,23,93.027538
-26.8,20,93.046212
-26.75,20,93.055108
-28.1,22,93.0631
-29.1,21,93.078037
-27.95,21,93.087125
-27.7,20,93.094113
-28.65,23,93.113222
-25.85,20,93.125951
-27.5,21,93.136102
-25.65,20,93.155491
-26.3,20,93.165118
-28.0,21,93.173254
-26.6,22,93.188246
-27.45,20,93.19625
-28.65,21,93.207365
-30.4,21,93.225176
-27.3,21,93.233249
-24.6,20,93.245256
-26.55,20,93.25437
-25.25,20,93.275716
-25.25,20,93.290968
-26.25,21,93.302082
-25.6,20,93.319661
-27.3,21,93.327659
-26.8,22,93.336057
-26.4,21,93.351569
-25.7,20,93.367994
-27.1,21,93.381673
-28.8,22,93.400853
-24.6,20,93.408781
-25.45,20,93.416648
-27.85,22,93.433844
-25.4,21,93.441846
-29.2,22,93.450922
-27.45,20,93.471032
-26.2,21,93.478662
-25.05,20,93.486663
-26.55,20,93.502762
-25.65,20,93.509721
-26.35,20,93.517305
-27.0,20,93.532999
-28.45,21,93.542997
-29.2,20,93.556019
-25.0,20,93.58009
-29.25,22,93.599088
-29.85,24,93.615692
-29.7,24,93.634715
-28.35,22,93.644708
-26.75,20,93.651738
-25.2,21,93.667452
-26.8,20,93.681302
-29.65,22,93.696505
-27.8,21,93.716959
-27.85,20,93.728988
-26.9,20,93.739554
-27.0,20,93.754564
-25.45,20,93.761567
-26.35,20,93.769173
-26.15,20,93.777165
-26.9,21,93.791226
-25.7,20,93.799838
-27.8,21,93.807862
-28.2,21,93.823923
-26.2,21,93.83272
-27.35,21,93.840721
-25.05,20,93.861353
-27.0,20,93.868927
-25.45,20,93.877094
-26.95,21,93.894411
-26.05,21,93.90237
-26.8,20,93.910368
-25.65,20,93.925212
-28.25,21,93.933208
-25.7,20,93.941206
-28.0,23,93.962331
-30.3,24,93.971069
-27.4,20,93.979074
-26.9,21,93.996071
-24.4,20,94.005379
-27.2,22,94.015008
-25.2,20,94.034851
-28.45,21,94.041841
-28.05,23,94.049839
-25.7,20,94.066713
-26.95,21,94.074716
-25.9,20,94.082716
-27.6,22,94.098485
-26.6,22,94.107592
-25.05,20,94.11539
-28.0,21,94.132514
-26.0,21,94.140469
-26.7,20,94.147519
-27.85,21,94.163547
-26.55,20,94.171128
-27.75,21,94.179208
-26.3,20,94.194208
-29.1,23,94.204268
-27.0,20,94.212337
-26.35,20,94.221002
-26.45,21,94.237094
-27.15,20,94.245087
-26.2,20,94.260063
-43.2,37,94.377597
-34.73,27,94.390066
-56.95,51,94.420828
-58.15,45,94.447804
-52.45,43,94.471287
-36.9575,34,94.483257
-34.46,24,94.503439
-28.11,18,94.510367
-39.765,36,94.522099
-49.55,43,94.546667
-38.95,25,94.557793
-41.6,35,94.580749
-43.5,37,94.600762
-45.8,39,94.615368
-41.95,33,94.635491
-42.65,33,94.65171
-41.05,28,94.671421
-37.83,29,94.68244
-42.05,34,94.700797
-35.93,28,94.710864
-33.8,27,94.727595
-30.36,20,94.735597
-28.11,17,94.743072
-41.03,36,94.764925
-39.03,29,94.775627
-38.0,33,94.794712
-58.0,49,94.811827
-53.8,47,94.836755
-51.9,46,94.860248
-54.25,44,94.884644
-44.15,38,94.898883
-58.15,52,94.926335
-33.7,28,94.938331
-46.33,38,94.96221
-44.8,40,95.001074
-43.3,37,95.025998
-35.78,27,95.046074
-29.86,17,95.055109
-40.85,34,95.069778
-46.65,41,95.096842
-23.31,14,95.101885
-51.6,47,95.127951
-44.65,33,95.150923
-43.1,35,95.163909
-47.6,39,95.186398
-43.2,35,95.200932
-43.05,37,95.222457
-31.63,23,95.234465
-38.1,27,95.251509
-58.55,48,95.269035
-26.93,19,95.29032
-45.85,37,95.304653
-46.6,38,95.32625
-41.8,35,95.341222
-45.03,35,95.37642
-38.38,28,95.389408
-50.25,38,95.41246
-30.93,24,95.421613
-40.25,35,95.442023
-38.85,31,95.454148
-36.05,31,95.472655
-44.15,36,95.485732
-42.65,38,95.506851
-39.425,34,95.519328
-42.615,37,95.541403
-36.98,28,95.56608
-59.5,54,95.585016
-42.0,35,95.606137
-52.55,44,95.630821
-39.75,32,95.642823
-40.75,30,95.662948
-42.0,35,95.677022
-38.05,33,95.700006
-45.6,39,95.714131
-36.65,29,95.734292
-41.6,37,95.748971
-43.2,36,95.773828
-47.1,39,95.78785
-38.475,36,95.811941
-51.7,43,95.83573
-49.78,41,95.85012
-47.85,38,95.8738
-47.3,37,95.886925
-38.03,30,95.912839
-47.6,41,95.939188
-34.8,28,95.950311
-35.2,28,95.96268
-46.5,38,95.984421
-47.4,38,96.004591
-39.8,31,96.016655
-37.9,32,96.035741
-37.15,31,96.047696
-46.4,37,96.070252
-49.6,41,96.085304
-38.05,30,96.106397
-37.6,29,96.116119
-32.55,24,96.132226
-46.6,38,96.145219
-35.38,27,96.163317
-35.85,29,96.17302
-47.1,38,96.197043
-51.05,43,96.211207
-46.25,41,96.233329
-41.7,36,96.253375
-44.7,39,96.267223
-40.75,32,96.289235
-41.4,32,96.303445
-50.9,39,96.330192
-35.78,22,96.338186
-42.715,36,96.359218
-51.9,42,96.374594
-49.7,42,96.400301
-35.8,31,96.412055
-43.15,37,96.44304
-31.53,23,96.458072
-41.9,36,96.520301
-43.85,39,96.550426
-35.8,31,96.561562
-34.58,26,96.571875
-40.58,32,96.589988
-51.95,44,96.61248
-31.85,27,96.622039
-36.6,30,96.643124
-34.03,24,96.652243
-34.75,27,96.662239
-45.45,38,96.707008
-49.55,41,96.737845
-50.05,41,96.753873
-46.8,32,96.777644
-41.1,33,96.79916
-22.4345,15,96.805293
-38.6,30,96.823964
-33.84,31,96.835405
-29.25,27,96.854522
-43.35,37,96.868275
-40.325,36,96.889467
-33.83,26,96.89747
-36.2,30,96.917076
-43.25,31,96.927547
-39.73,29,96.948195
-38.75,32,96.959306
-37.95,28,96.977375
-30.25,25,96.986372
-47.5,42,97.008536
-52.15,43,97.022428
-48.8,42,97.044703
-44.25,39,97.070624
-32.63,24,97.079618
-37.73,30,97.098274
-36.55,28,97.108325
-38.6,29,97.119142
-41.65,35,97.177618
-27.207,16,97.186615
-37.15,29,97.23902
-41.7,35,97.252095
-18.069,10,97.256093
-36.5,31,97.276826
-41.7,36,97.289574
-33.05,28,97.308692
-36.53,28,97.319483
-40.1,30,97.34526
-46.85,42,97.361368
-33.83,25,97.381495
-36.26,26,97.392483
-35.75,25,97.413609
-39.68,29,97.426636
-35.5,30,97.447714
-40.45,33,97.463873
-45.7,37,97.4863
-28.91,18,97.493751
-32.05,27,97.503851
-35.75,29,97.522866
-39.05,31,97.532874
-39.15,30,97.553768
-35.05,30,97.573547
-35.9,26,97.606589
-38.23,29,97.616353
-43.6,37,97.640357
-36.35,30,97.650295
-40.95,35,97.67098
-43.35,35,97.681901
-35.9,30,97.703115
-43.8,35,97.715204
-28.88,21,97.730327
-33.56,24,97.739372
-38.2,33,97.749365
-43.78,35,97.769366
-31.2,24,97.77837
-40.5,32,97.800506
-42.45,37,97.815123
-36.025,31,97.83436
-35.13,27,97.844373
-26.03,23,97.865118
-33.48,24,97.873241
-39.3,33,97.89457
-39.25,30,97.905682
-32.55,26,97.925746
-45.4,36,97.939272
-41.4,33,97.961442
-38.25,30,97.974569
-38.03,29,97.993062
-45.75,38,98.010229
-34.7,29,98.041844
-44.9,39,98.074493
-55.2,47,98.111095
-37.6,30,98.121766
-32.83,24,98.139784
-40.45,31,98.166152
-34.25,29,98.195676
-46.1,33,98.215159
-37.18,30,98.248816
-41.65,34,98.264897
-40.4,30,98.294833
-28.78,22,98.303461
-32.93,25,98.316075
-37.63,27,98.338125
-37.95,30,98.355158
-44.65,39,98.378128
-40.85,31,98.391138
-30.26,20,98.409718
-40.7,35,98.423284
-35.265,29,98.443923
-36.5,31,98.454958
-31.13,23,98.47882
-42.1,36,98.491822
-48.1,37,98.514734
-36.9,30,98.525792
-59.25,52,98.553955
-41.8,35,98.577617
-36.75,30,98.588974
-37.9,32,98.609105
-32.33,24,98.639437
-45.5,38,98.661564
-27.91,16,98.683501
-34.18,25,98.710134
-31.68,23,98.740698
-34.13,22,98.78215
-34.8195,26,98.804894
-40.265,35,98.829592
-38.65,33,98.842565
-41.6,37,98.865154
-37.4,33,98.891395
-39.65,32,98.9287
-38.65,31,98.951553
-33.9,28,98.975463
-34.55,21,98.985458
-38.1,32,99.004582
-38.2,30,99.02694
-42.8,36,99.063345
-38.15,32,99.076377
-39.9,29,99.095983
-48.15,37,99.110011
-37.15,30,99.130745
-36.15,28,99.141713
-32.75,19,99.149713
-41.93,32,99.17059
-33.165,26,99.18065
-40.5,33,99.199006
-33.85,27,99.212132
-38.13,28,99.242591
-42.6,36,99.264843
-39.55,33,99.287808
-41.0,30,99.301206
-47.715,41,99.32966
-33.015,27,99.355894
-38.15,32,99.378655
-36.25,29,99.39466
-31.05,26,99.412694
-27.63,19,99.420536
-37.1,29,99.431614
-39.15,31,99.450742
-38.1,32,99.464741
-29.55,24,99.481849
-41.7,36,99.501892
-34.9,29,99.532706
-44.95,38,99.566693
-34.9,27,99.602984
-44.8,38,99.616555
-37.73,28,99.640797
-36.9,26,99.652919
-35.0,30,99.676406
-37.65,30,99.685848
-32.9,27,99.710793
-38.25,31,99.72362
-40.8,36,99.745528
-32.25,25,99.755638
-37.85,29,99.768215
-40.45,31,99.794253
-35.05,26,99.806297
-32.91,25,99.826617
-34.0,26,99.835607
-47.25,37,99.860474
-42.5,37,99.877481
-26.93,19,99.897269
-40.65,33,99.911453
-42.85,34,99.93478
-31.8,27,99.950894
-39.55,33,99.973331
-38.25,31,99.986312
-36.1,28,100.007741
-31.03,22,100.016291
-36.1,28,100.029019
-35.7,30,100.055233
-34.8,28,100.066349
-31.4,22,100.084776
-42.5,36,100.100984
-43.35,35,100.122613
-33.3,23,100.131666
-42.75,35,100.154796
-33.93,23,100.165477
-36.05,29,100.1776
-34.515,29,100.196605
-27.38,20,100.206724
-36.15,28,100.229158
-27.78,19,100.236162
-36.25,33,100.252268
-34.3,28,100.277457
-35.55,25,100.288234
-38.915,32,100.310346
-34.55,26,100.321219
-36.95,30,100.351052
-33.45,26,100.368129
-32.58,24,100.377233
-44.8,37,100.408294
-41.25,34,100.422015
-27.5,22,100.440911
-31.03,22,100.450413
-24.2345,18,100.460363
-31.28,21,100.486453
-39.15,28,100.497447
-38.2,32,100.519332
-37.25,30,100.532499
-33.45,26,100.560673
-27.325,23,100.572231
-36.55,30,100.585238
-44.0,37,100.616686
-26.55,26,100.628786
-31.9,23,100.649829
-46.8,42,100.67048
-35.75,29,100.695341
-29.05,24,100.704383
-30.9,25,100.727957
-34.65,26,100.73893
-37.0,28,100.749967
-32.9,27,100.769504
-35.6,31,100.781412
-33.6,24,100.803749
-30.9,23,100.81375
-32.88,21,100.824772
-35.4,28,100.846915
-32.75,26,100.857051
-33.75,31,100.875734
-32.25,27,100.886726
-32.58,24,100.902791
-32.5,27,100.912793
-39.65,32,100.924558
-32.9,27,100.948554
-36.95,29,100.959924
-31.1,25,100.983904
-27.38,20,100.994733
-31.2,26,101.004756
-40.2,31,101.029442
-29.7,24,101.038543
-36.15,26,101.062802
-34.8,28,101.075969
-27.36,15,101.08309
-30.73,23,101.111517
-35.8,29,101.127182
-39.6,33,101.153279
-34.0,28,101.166788
-41.5,32,101.19575
-34.83,25,101.209159
-35.45,30,101.228532
-44.7,34,101.242286
-38.55,30,101.267433
-36.05,29,101.280462
-32.4,24,101.290784
-34.65,25,101.311819
-32.35,26,101.324983
-30.75,23,101.344245
-28.1,23,101.354481
-34.35,26,101.365369
-34.7,28,101.388016
-33.45,28,101.404984
-31.78,23,101.434352
-32.8,26,101.447709
-33.03,24,101.45875
-32.9,27,101.491965
-37.8,31,101.511625
-38.2,26,101.531568
-33.33,25,101.543579
-33.4,26,101.553605
-29.4,24,101.571651
-40.45,31,101.584696
-33.25,28,101.604897
-27.88,18,101.613895
-29.5,23,101.623655
-29.78,20,101.640647
-36.45,29,101.657115
-35.45,26,101.67425
-32.75,25,101.684382
-42.58,32,101.69637
-31.85,26,101.715021
-34.7,28,101.724162
-36.55,30,101.749152
-25.715,23,101.758347
-34.55,26,101.768098
-26.645,20,101.787089
-33.55,25,101.796091
-38.25,29,101.81483
-39.05,29,101.825276
-35.3,29,101.844292
-37.865,29,101.854397
-32.0,25,101.862396
-31.98,23,101.879709
-33.2,24,101.888706
-38.6,32,101.911833
-31.05,24,101.920594
-31.55,25,101.931758
-31.13,23,101.949743
-34.25,29,101.961866
-33.9,26,101.983798
-36.3,27,101.995808
-40.3,32,102.018595
-32.95,26,102.028703
-33.05,26,102.038709
-31.415,23,102.056674
-30.215,25,102.066169
-33.8,29,102.090021
-29.66,19,102.098015
-39.95,33,102.110056
-32.78,24,102.12875
-27.46,17,102.134742
-23.515,19,102.141759
-29.25,24,102.160782
-30.8,26,102.169342
-34.35,28,102.190358
-33.85,24,102.200443
-37.1,29,102.211454
-24.11,15,102.227544
-30.85,25,102.236534
-33.45,28,102.247538
-28.9,23,102.265294
-33.3,25,102.273539
-30.85,25,102.291104
-31.7,26,102.300371
-28.25,23,102.309368
-32.45,27,102.330997
-28.65,22,102.339007
-32.65,25,102.349006
-40.75,32,102.368895
-35.9,23,102.376894
-35.3,29,102.394893
-31.85,27,102.404979
-38.25,29,102.427203
-38.4,31,102.438192
-31.68,22,102.447191
-32.3,26,102.4824
-30.815,25,102.494886
-34.0,27,102.513904
-34.05,26,102.524695
-35.75,29,102.54348
-25.78,17,102.549606
-32.5,24,102.557722
-30.85,24,102.57447
-27.78,19,102.581488
-31.25,25,102.58949
-34.2,27,102.609545
-31.25,26,102.619394
-27.9,22,102.627296
-35.1,25,102.646705
-32.45,23,102.655411
-31.35,25,102.678981
-31.0,24,102.689005
-27.865,25,102.699984
-26.38,18,102.725258
-30.2,25,102.734257
-32.6,26,102.745694
-26.68,17,102.766579
-32.0,25,102.778563
-30.2,23,102.785572
-29.45,22,102.80152
-32.7,23,102.80952
-35.75,24,102.826162
-31.8,23,102.835167
-29.0,22,102.843175
-23.31,12,102.851297
-26.7,21,102.874219
-31.4,22,102.895009
-27.1,21,102.911063
-26.85,22,102.930699
-25.8,21,102.938797
-30.25,24,102.948697
-34.075,28,102.978595
-27.0,22,102.986596
-31.0,24,103.004398
-29.0,22,103.012411
-25.1,20,103.020382
-30.9,23,103.037029
-26.2,21,103.044758
-35.1,29,103.05594
-22.395,16,103.071004
-29.7,22,103.079732
-30.1,19,103.088725
-30.75,22,103.109691
-28.7,21,103.118859
-34.05,24,103.126858
-26.8,20,103.143821
-34.55,23,103.151847
-28.5,23,103.159846
-29.0,21,103.175606
-33.3,25,103.185806
-27.35,21,103.193804
-29.75,21,103.211957
-34.65,27,103.221705
-28.2,23,103.235733
-29.6,25,103.245738
-28.83,19,103.251855
-30.15,22,103.271731
-29.0,24,103.280725
-32.2,27,103.292908
-26.3,20,103.309015
-30.05,21,103.316784
-33.0,23,103.325782
-29.0,22,103.342774
-30.4,21,103.350417
-30.8,22,103.358551
-28.83,20,103.374421
-25.6,21,103.382417
-25.85,20,103.390412
-29.65,24,103.411784
-24.425,21,103.420412
-32.15,24,103.428467
-31.1,25,103.444601
-26.38,18,103.451705
-27.815,20,103.460706
-30.55,24,103.487306
-27.6,19,103.494303
-29.85,24,103.503418
-24.58,17,103.520239
-29.65,24,103.529364
-27.6,21,103.536375
-27.53,17,103.551667
-28.78,20,103.560663
-31.15,22,103.567963
-28.7,22,103.585713
-22.85,18,103.591712
-29.85,25,103.600827
-27.4,20,103.616765
-27.65,20,103.624899
-29.75,23,103.633895
-30.7,24,103.653849
-25.6,21,103.661847
-28.2,21,103.671752
-28.0,21,103.691709
-28.2,21,103.699142
-33.2,24,103.70717
-25.85,20,103.726211
-33.5,23,103.734967
-28.4,23,103.743016
-24.8,20,103.760188
-29.2,22,103.767926
-28.9,23,103.775259
-28.9,20,103.791248
-27.7,20,103.798249
-30.45,23,103.80798
-28.05,20,103.826231
-26.88,17,103.833207
-26.35,20,103.84256
-28.25,23,103.861754
-29.85,22,103.870344
-28.2,21,103.87742
-30.8,24,103.894631
-28.6,21,103.90264
-28.4,21,103.909635
-29.6,20,103.92582
-29.3,21,103.934405
-27.55,21,103.942398
-29.4,20,103.964715
-27.9,20,103.971838
-27.35,21,103.979351
-21.665,19,103.995359
-25.5,20,104.002472
-28.6,22,104.011468
-28.15,21,104.028038
-28.8,22,104.037163
-29.65,20,104.045232
-30.25,23,104.08093
-28.4,21,104.093907
-31.1,22,104.102951
-25.58,17,104.118678
-29.9,24,104.127603
-28.0,23,104.136601
-29.15,23,104.166618
-27.3,22,104.182657
-30.1,24,104.214873
-25.35,20,104.24787
-28.65,23,104.26952
-26.9,21,104.283347
-28.85,21,104.298403
-25.25,20,104.306426
-28.5,20,104.313428
-27.1,20,104.3296
-27.8,20,104.336595
-25.95,20,104.344601
-31.55,23,104.361039
-27.0,20,104.369709
-31.1,21,104.377695
-28.85,22,104.39273
-27.5,20,104.400783
-27.2,20,104.413784
-26.475,20,104.435255
-27.8,20,104.445804
-25.6,20,104.452875
-25.7,20,104.4639
-30.05,21,104.480753
-26.65,21,104.488752
-29.4,20,104.500206
-29.45,22,104.525325
-27.35,21,104.541435
-26.1,20,104.55022
-28.05,20,104.56655
-27.8,20,104.574543
-24.8,20,104.581539
-29.05,21,104.59763
-25.65,21,104.607065
-25.85,21,104.615405
-28.15,22,104.631844
-26.0,21,104.639857
-26.75,20,104.646827
-28.2,21,104.66388
-25.25,20,104.671625
-26.9,21,104.678624
-26.15,20,104.697628
-27.05,21,104.705668
-29.55,23,104.71556
-25.7,20,104.730441
-25.25,20,104.738442
-27.15,21,104.745526
-25.7,20,104.765108
-25.85,20,104.773143
-25.2,20,104.781089
-28.3,22,104.801115
-26.0,21,104.811115
-26.6,20,104.817669
-27.9,22,104.834054
-26.6,21,104.842061
-25.7,20,104.850061
-26.8,20,104.85718
-32.7,26,104.875377
-26.0,21,104.884338
-26.65,21,104.902682
-27.1,21,104.91123
-26.35,20,104.91865
-29.75,21,104.926694
-29.7,21,104.949835
-29.15,20,104.958842
-29.2,21,104.966321
-25.6,20,104.986375
-26.35,20,105.00341
-30.7,23,105.017992
-27.05,20,105.037747
-27.65,22,105.046052
-27.0,22,105.053218
-25.05,20,105.068081
-26.85,21,105.076005
-25.95,20,105.083088
-27.2,20,105.097083
-27.55,21,105.104204
-28.15,22,105.112214
-27.25,20,105.12597
-27.35,21,105.132975
-25.9,20,105.139875
-25.65,20,105.154096
-27.5,21,105.162228
-25.85,20,105.170549
-26.28,16,105.184302
-27.65,22,105.193349
-29.25,24,105.20147
-27.95,21,105.216372
-26.6,21,105.224007
-27.55,21,105.231011
-27.65,22,105.24901
-26.05,20,105.256128
-26.9,21,105.264127
-26.9,20,105.285741
-25.65,20,105.292679
-26.2,21,105.300856
-26.13,18,105.306854
-27.4,22,105.326561
-26.2,20,105.333543
-26.75,20,105.340537
-28.0,21,105.355666
-25.95,20,105.362582
-27.4,20,105.370157
-26.8,20,105.38677
-25.45,20,105.393945
-26.75,21,105.401131
-25.9,20,105.415854
-32.4,23,105.424293
-29.55,21,105.431288
-26.45,21,105.448241
-30.55,24,105.456363
-27.43,16,105.462355
-25.45,20,105.478071
-24.8,20,105.485083
-25.95,20,105.492443
-29.45,23,105.510566
-25.8,21,105.518347
-25.0,20,105.52534
-27.45,22,105.541834
-26.35,20,105.550013
-25.2,20,105.561348
-25.2,20,105.577102
-25.2,20,105.585273
-27.35,21,105.593135
-28.6,21,105.600238
-29.85,22,105.615222
-25.0,21,105.623349
-27.85,20,105.631377
-27.65,22,105.657329
-27.2,20,105.67186
-27.8,21,105.680842
-26.9,21,105.71033
-25.75,20,105.723114
-28.3,20,105.734111
-26.0,21,105.757322
-29.2,22,105.765955
-26.6,22,105.775401
-30.55,24,105.797379
-25.65,20,105.812589
-25.95,20,105.82527
-26.9,21,105.842178
-30.7,22,105.849261
-26.35,20,105.856372
-26.75,20,105.870047
-28.7,20,105.878126
-27.8,23,105.886108
-25.85,20,105.908226
-30.1,21,105.918403
-25.85,20,105.925325
-28.65,21,105.940328
-25.05,20,105.947403
-26.1,20,105.954442
-27.4,21,105.970367
-26.1,20,105.977364
-25.65,20,105.984445
-28.15,22,106.001398
-26.75,20,106.008498
-27.8,23,106.017243
-53.5,43,106.140354
-46.7,39,106.157474
-42.3,34,106.16985
-41.88,28,106.18807
-39.78,31,106.19807
-40.93,33,106.209185
-41.15,33,106.219954
-35.66,25,106.238711
-38.58,26,106.248033
-47.1,36,106.260147
-48.9,41,106.274417
-44.3,38,106.297033
-38.8,32,106.309234
-44.5,33,106.320818
-47.85,40,106.334889
-48.05,41,106.370748
-41.73,31,106.381759
-40.38,32,106.392743
-44.7,39,106.418624
-33.35,27,106.428541
-52.25,40,106.441628
-33.33,21,106.448625
-54.65,45,106.474461
-50.45,39,106.489464
-50.05,39,106.503929
-45.15,35,106.526283
-46.05,32,106.540181
-45.25,31,106.557924
-43.3,29,106.574067
-41.95,30,106.584163
-48.45,32,106.604273
-38.55,28,106.614881
-47.65,36,106.628001
-47.95,36,106.654125
-61.95,52,106.672884
-40.8,32,106.683344
-48.35,38,106.697349
-64.95,53,106.72621
-43.5,34,106.738193
-32.83,22,106.746193
-34.265,32,106.769113
-39.55,32,106.780119
-45.25,34,106.79195
-39.75,29,106.802889
-38.05,28,106.821792
-55.55,44,106.837986
-36.8,28,106.848025
-35.88,24,106.856191
-45.35,34,106.880899
-49.3,37,106.897322
-57.4,47,106.914905
-49.95,35,106.930829
-42.1,32,106.952935
-47.85,34,106.963939
-48.6,36,106.977678
-43.3,31,106.996669
-39.55,26,107.007878
-42.75,30,107.017605
-42.7,35,107.029738
-37.6,24,107.041841
-44.25,33,107.065542
-40.05,26,107.074666
-38.4,27,107.083918
-44.3,34,107.095922
-51.6,41,107.131301
-47.15,34,107.151577
-37.55,27,107.163564
-49.95,37,107.1822
-46.6,35,107.203955
-40.25,26,107.21396
-47.75,37,107.231678
-45.35,35,107.24568
-40.05,29,107.265277
-46.75,32,107.277036
-43.35,33,107.288098
-48.85,37,107.311281
-52.85,41,107.326527
-32.18,22,107.33716
-43.85,33,107.34816
-41.5,27,107.357188
-45.5,31,107.378816
-36.05,24,107.396816
-34.4,23,107.411843
-52.2,39,107.427794
-37.35,27,107.449359
-33.15,23,107.462391
-51.7,42,107.487107
-45.3,33,107.498132
-44.05,31,107.518663
-46.8,35,107.531785
-37.7,28,107.541729
-45.95,34,107.556221
-43.1,33,107.578891
-40.45,31,107.594969
-32.08,23,107.602979
-45.5,36,107.619581
-36.55,27,107.646496
-38.95,29,107.66288
-37.45,26,107.674088
-40.35,30,107.687073
-39.05,28,107.697062
-52.65,39,107.719404
-59.5,47,107.735702
-43.45,34,107.746779
-44.65,36,107.769542
-45.65,32,107.784541
-39.4,31,107.798047
-40.85,32,107.809166
-50.53,36,107.832803
-46.6,34,107.844907
-49.4,41,107.861109
-49.35,39,107.888468
-35.7,28,107.899472
-31.03,22,107.907591
-35.95,28,107.918332
-42.45,33,107.931331
-47.35,34,107.957448
-36.95,26,107.970229
-42.55,30,107.981233
-41.35,29,107.992458
-44.85,37,108.015196
-37.15,29,108.025673
-36.1,28,108.035679
-36.7,29,108.045781
-33.2,24,108.055553
-39.6,30,108.075701
-44.35,36,108.0887
-29.65,22,108.097184
-38.95,28,108.107171
-44.55,36,108.134552
-38.75,28,108.145554
-50.35,42,108.159681
-39.85,31,108.170456
-35.35,25,108.19094
-52.25,38,108.201967
-37.45,28,108.212324
-38.45,24,108.221093
-42.75,32,108.241298
-43.08,30,108.253434
-36.98,28,108.262441
-45.25,36,108.274301
-40.3,32,108.293685
-38.7,31,108.303816
-40.0,26,108.313773
-43.15,33,108.323546
-20.548,12,108.328298
-35.4,28,108.349299
-35.5,28,108.357862
-37.15,31,108.369653
-33.353,26,108.378069
-45.6,37,108.399123
-37.48,27,108.408233
-45.95,40,108.423063
-37.6,27,108.43219
-31.9,25,108.443243
-41.15,33,108.468357
-45.5,33,108.480353
-38.25,29,108.489347
-42.15,32,108.501477
-42.95,35,108.52777
-42.5,35,108.539844
-39.45,26,108.547955
-36.9,27,108.556575
-41.55,31,108.579513
-46.55,38,108.593594
-35.15,27,108.604707
-36.1,28,108.61536
-33.13,22,108.632617
-37.75,27,108.645772
-33.9,24,108.654902
-45.8,33,108.666651
-41.35,31,108.676965
-36.55,27,108.699696
-38.85,30,108.710815
-32.35,24,108.72054
-33.45,24,108.73154
-37.55,29,108.757616
-36.85,28,108.773367
-34.35,24,108.784363
-38.35,28,108.795393
-32.8,24,108.806494
-36.25,27,108.831978
-30.23,19,108.840976
-40.95,30,108.853451
-38.7,31,108.880089
-36.25,29,108.900204
-36.0,25,108.928965
-39.95,27,108.939984
-43.25,32,108.955005
-36.05,27,108.969562
-36.35,24,108.984567
-39.55,31,109.013806
-35.85,27,109.031317
-37.75,27,109.044415
-35.05,23,109.054403
-47.25,36,109.085641
-37.6,29,109.099639
-36.25,23,109.111664
-37.25,28,109.123127
-39.55,29,109.136079
-31.95,24,109.16311
-32.75,22,109.174887
-40.55,30,109.189893
-33.25,26,109.201932
-35.45,24,109.215445
-38.05,27,109.238077
-38.65,28,109.25254
-35.45,28,109.266709
-45.75,35,109.283085
-38.15,30,109.304714
-37.85,25,109.31475
-39.4,31,109.329082
-37.75,28,109.339069
-37.0,28,109.351121
-25.03,18,109.368732
-29.6,21,109.378946
-36.85,25,109.391392
-41.95,29,109.402421
-38.05,29,109.414428
-34.35,22,109.430848
-36.15,22,109.441851
-37.9,26,109.45793
-37.8,29,109.474096
-31.75,22,109.483085
-39.5,30,109.50537
-32.95,21,109.513383
-38.5,29,109.526949
-34.6,23,109.53508
-34.55,24,109.546193
-32.35,24,109.567325
-33.25,22,109.577329
-43.6,28,109.588326
-32.55,24,109.600577
-38.45,29,109.615185
-38.9,29,109.643309
-30.85,21,109.651428
-35.25,26,109.661427
-35.0,26,109.671443
-34.95,25,109.680447
